customer_id,churn_prediction,churn_probability
712412958,0,0.0003
778984383,0,0.0
712865583,0,0.0
819997983,0,0.0
718301508,0,0.0
789197508,0,0.0002
809459733,0,0.0002
813901458,0,0.0
772360683,0,1e-04
779725833,0,0.0
712996833,0,0.0
779681433,1,0.9887
787591008,0,0.0
712642533,0,0.0
721051908,0,1e-04
715503558,0,1e-04
709841433,0,1e-04
710424408,0,0.0053
709592808,0,0.0
788038383,0,0.0005
714363858,0,0.0
815015283,0,0.0009
771336783,0,0.0
738899658,1,0.9997
796170933,0,0.0228
720992883,0,1e-04
712238958,0,0.0
718530258,0,0.0002
711794358,1,0.9971
716366208,0,0.0
770038983,1,0.9996
709937583,0,0.0
787623858,0,0.0
711676008,0,0.0019
812218908,1,0.9999
720281508,0,0.0
721139808,0,0.0002
709990983,0,0.0002
718244958,0,1e-04
756639708,0,0.0002
718645308,0,0.0
717389433,0,0.0003
779310033,1,1.0
717192933,0,0.0
718379358,0,0.0
779661033,0,0.0
715880283,0,1e-04
719469333,0,0.0
708974283,0,1e-04
789859833,0,0.0002
772339383,0,0.0003
716319258,0,0.0
720330558,1,1.0
789827208,0,1e-04
751450008,0,0.0003
789791808,0,0.0
717321783,0,1e-04
712549758,0,0.0015
712470033,0,1e-04
719291283,0,0.0
720413658,0,0.0
709230708,0,0.0014
708384033,1,0.9946
715029333,0,0.0002
771040758,0,0.0004
711635358,0,0.0
716604633,0,1e-04
716438433,0,0.0
711216933,0,0.0
713916708,0,0.0
710106933,0,0.0002
806189658,0,0.0
770632758,0,0.0044
789238683,0,0.0014
711873033,1,0.9951
720384633,0,0.0
712181658,0,0.0
714957108,0,0.0
720247158,0,0.0015
772313358,0,0.0
803652633,0,0.0002
771422883,1,0.9999
718009158,0,0.0
712612233,0,0.0
709901058,0,0.0
716682258,0,0.0
711478233,0,0.0162
720040158,0,1e-04
720212508,0,1e-04
787605558,0,0.0
780557658,0,0.0012
709952658,0,0.0004
793379058,0,0.0
716971833,0,1e-04
720997383,1,0.9992
827111283,0,0.0005
769396158,1,1.0
820085808,0,0.0047
780349833,0,0.0
715964058,0,0.0
771903033,0,0.0
802668333,1,0.9997
718504983,0,0.001
714882258,0,0.0
714211533,0,0.0019
720198183,0,0.0002
803587533,0,0.0
720050208,0,1e-04
771058908,0,0.0006
708971583,0,1e-04
788812608,0,1e-04
805282908,0,0.0
717403158,0,0.0004
718418958,1,1.0
721374033,0,0.0
710849208,0,0.0
771823308,0,1e-04
719019483,0,0.0002
769927533,0,0.0
718951683,0,1e-04
709666908,0,0.0
719857008,0,0.0
788709408,0,0.0
710641008,0,0.0004
815812683,0,1e-04
717624708,1,1.0
789398733,0,0.0
716136333,1,0.9993
715162608,1,0.9998
710822808,0,0.0008
714147858,0,1e-04
767333808,0,0.0
719654283,0,0.0
766273533,0,1e-04
779601783,0,0.0
711370458,0,1e-04
715519983,0,0.0
788782008,0,0.0002
787595658,0,1e-04
758211483,0,0.0
710637183,0,0.0
712144158,1,0.9998
715378383,0,0.0
771061008,1,0.9994
719583558,0,1e-04
810986883,0,0.0
788797983,0,0.0012
815104608,0,0.0002
715369008,0,1e-04
713418558,0,0.0007
708332808,0,0.0
719729433,0,0.0002
789022233,0,0.0
714234858,0,0.0002
709170108,1,1.0
779727558,0,0.0005
708245808,0,1e-04
778255083,0,0.0
718755483,0,0.0
712627083,1,0.8863
788990508,0,0.0
804437658,0,0.0002
778430733,0,0.0002
808747233,1,0.9999
710555433,1,0.9974
708826158,0,0.0
717023508,0,0.0
719694408,1,0.9972
710014683,0,0.0
815596608,0,0.0
712721358,1,0.9998
716870583,0,0.0
780076833,0,0.0
793616883,0,0.0
789105183,0,1e-04
817970208,0,0.0
779844408,1,1.0
719206308,0,0.0
721269108,0,0.0
772139433,0,0.0
717042333,1,1.0
710273658,0,0.0
716626008,0,0.0
716230158,0,0.0
713010483,0,0.0
711220683,0,0.0
721398858,0,1e-04
779400183,0,0.0002
789964983,1,0.9994
715102308,0,0.0
712730583,0,1e-04
718870158,0,0.0
719484408,0,0.0003
720244983,0,1e-04
781306758,1,1.0
779412783,0,1e-04
721217283,0,0.0003
815062383,0,0.0
714155283,0,1e-04
716981358,0,0.0
824915208,0,0.0
708498033,1,0.9996
716860233,0,0.0
709839858,0,0.0
713144208,1,1.0
708573933,0,0.0
712579983,0,0.0
790099758,0,0.0002
711305208,0,0.0
720062508,1,0.9999
708205083,0,1e-04
772336458,1,0.9998
710986758,0,0.0
789271533,0,1e-04
711360783,0,1e-04
714035283,1,1.0
720415833,0,1e-04
778873608,0,0.0
718661958,0,0.0003
719026383,0,0.0003
710229333,0,0.0
720437358,0,0.0015
811467708,0,0.0
778933983,0,0.0
719413383,0,1e-04
718252533,1,0.9948
718188858,0,1e-04
711382458,1,0.9994
721212258,0,0.0
717600483,0,1e-04
761544333,0,1e-04
809425533,0,0.0
709678608,0,1e-04
713151258,0,1e-04
715345833,0,1e-04
720776508,0,0.0
720689583,0,0.0
801728658,0,1e-04
718979733,0,1e-04
721163133,0,0.0003
710595783,0,0.0003
714781908,0,0.0
709618308,0,0.0
713971608,0,0.0
718020408,0,0.0
716513358,0,0.0002
710401458,0,0.0127
712177908,0,1e-04
719216508,0,0.0
711017433,0,1e-04
788386908,0,1e-04
710819733,1,0.9986
711978858,0,0.0
807136758,1,1.0
716138958,0,1e-04
713070033,0,0.0
827055333,0,0.003
827408058,0,0.0
793608258,1,1.0
717013383,0,0.0
714320358,0,0.0016
716948283,0,1e-04
717657333,0,0.0034
788687133,0,0.0006
710736558,0,0.0002
708721533,0,0.0016
817108083,1,0.9998
719737833,0,0.0006
813967983,0,0.0
771464808,0,0.0
713025558,1,0.9958
779016408,0,1e-04
712096758,0,0.0
789523683,0,0.0
713177808,0,0.0
718777008,0,0.0028
711004533,0,1e-04
720046458,0,1e-04
710453283,0,0.0039
708736608,1,0.9999
778908783,0,0.0
716056158,1,1.0
773257233,0,0.0
711371208,0,0.0
711831558,0,0.0
712164333,1,0.9999
780126033,1,0.9997
821889858,1,0.9997
779656908,0,0.0
766821033,1,0.9937
789196158,0,0.001
714228558,0,0.0002
827360883,0,1e-04
712815858,0,1e-04
714533058,0,0.0
790149483,0,0.0
771584658,0,0.0
814181433,0,1e-04
788761608,0,0.0
709009833,0,0.0002
708244458,0,0.0002
797998158,0,0.0
808279158,0,1e-04
804601833,0,1e-04
789690483,0,0.0008
819109308,0,1e-04
739317558,0,0.0
721305408,0,0.0002
716535408,0,0.0
719391783,0,0.0
780602733,0,0.0
789556533,0,0.0
713422083,1,0.9998
721506708,0,1e-04
715774833,0,0.0002
714962658,1,1.0
783561558,0,1e-04
826709658,1,1.0
790017858,0,0.0004
712319958,0,0.0003
717483558,0,0.0
713985183,0,1e-04
708404883,0,0.0019
717208833,1,0.999
816091608,0,0.0
709087983,0,0.0003
710763783,0,1e-04
719018208,1,0.9998
713976258,0,0.0
709554483,0,0.0
794485158,0,0.0
718795083,0,0.0
826451433,0,0.0
826717533,0,1e-04
715294083,1,0.9875
779187783,0,0.0
719513733,0,0.0
709816158,0,0.0024
711720408,0,1e-04
714960408,1,1.0
770746908,0,0.0
716101308,0,1e-04
809825358,0,0.0
719826333,0,0.0
710207208,0,1e-04
720128658,1,0.9996
780727833,0,0.0007
802247658,1,0.9975
717787533,0,0.0057
721115733,0,0.0
709446783,0,0.0012
784719708,0,0.0
718570158,0,0.0018
709965858,0,0.0
757594083,0,0.0
789599283,0,1e-04
718947558,0,0.0
721147383,0,0.0
720683958,0,0.0002
780657708,0,1e-04
713935533,0,0.0
713948808,0,1e-04
715406658,1,0.9997
772640808,0,1e-04
708496833,1,0.9989
804847308,0,0.0
716931183,0,0.0
714030183,0,0.0006
809296308,0,1e-04
708358683,0,0.0
794664183,0,0.0
712475733,0,0.0043
708770883,0,0.0002
821339433,0,0.0
709206333,1,0.9995
806914158,1,1.0
709607733,0,0.0
712843983,1,0.996
780511683,1,0.9928
709161108,1,0.9791
708272808,0,0.0
708680583,0,0.0
708712833,0,1e-04
711947358,0,0.0
719634408,0,0.0
718267233,0,0.0013
715479483,0,0.0002
711164508,0,0.0
719294433,0,0.0
714412308,1,0.9998
716434533,1,1.0
719061933,0,0.0002
719091333,0,0.0
716573058,1,1.0
740784258,0,0.0
711863433,0,0.0003
780529908,0,1e-04
715132758,0,0.0
713934633,1,0.9957
827423433,0,1e-04
708385533,1,0.9992
789407958,0,0.0
712589658,0,1e-04
714759708,0,1e-04
826068183,0,0.0002
709913733,0,0.0012
789744033,0,0.0002
710926383,0,0.0
714052158,1,0.9999
714900408,0,0.0135
787532808,0,0.0
802449933,0,0.0
755996583,1,1.0
709625733,0,1e-04
719686458,0,0.0094
708642708,1,1.0
790082508,0,0.0
713205108,0,0.0
710838108,0,0.0005
714427608,0,0.0
711655683,0,1e-04
826168083,0,0.0
708553008,0,0.0216
719554758,0,0.0
820383558,0,0.0
817293258,0,0.0
709275558,0,0.0004
816078708,0,0.0
719490108,0,0.0003
710410158,1,0.9747
813961233,0,0.0
714259533,0,1e-04
713550483,0,1e-04
719073483,1,0.9981
710428308,0,0.0
779340183,0,0.0002
788820933,0,0.0
798022683,1,0.9999
717273333,0,0.0
713952558,1,0.9459
712545183,0,0.0059
789611283,0,1e-04
713339283,0,0.0
721032633,1,0.9999
719953383,0,0.0
712814658,0,0.0
711764733,0,0.0005
715915458,0,0.0
720712533,0,0.0
709984083,0,0.0
719268333,0,0.0
790048158,0,0.0031
717856983,0,1e-04
715545933,0,0.0
709861008,0,1e-04
712863183,0,1e-04
712423233,0,0.0
711648708,0,0.0
714864333,1,0.9999
788830683,0,1e-04
719358333,0,0.001
789541458,0,0.0
711589758,0,0.0
711574008,0,0.0003
779548008,0,0.0
801037833,0,1e-04
720924633,0,0.001
718596858,0,0.0033
737967708,0,0.0
798110358,0,0.0037
789582483,0,0.0
710529708,0,0.0017
789526458,0,0.0002
711039633,0,0.0041
828294933,1,0.9998
720422358,0,1e-04
720252858,0,0.0032
788966958,0,1e-04
714435408,0,0.0
713453733,0,0.0
711208083,0,0.0
721220583,0,0.0
720205608,0,0.0
789983133,0,1e-04
787581858,0,1e-04
708705783,1,0.9958
717234183,0,0.0005
808705758,0,0.0
711183558,0,0.0031
812979408,1,1.0
715354008,0,0.0
721062408,0,0.0452
712410858,0,0.0
779116158,0,0.0027
712866933,0,0.0
710411358,1,0.9999
771881283,0,0.0
715363908,0,0.0009
789560433,1,0.9976
709752183,0,0.0
807161508,0,0.0006
708393633,0,0.0002
771886233,0,0.0
716930133,0,0.0003
809937933,0,0.0
816596583,0,0.0002
718803333,0,1e-04
795237183,0,0.0
720419358,0,0.0
719514783,0,0.0
780374133,0,0.0
810868758,0,0.0
714286383,0,0.0
708588408,0,1e-04
813338733,0,0.0
788826408,0,1e-04
713134458,0,0.0004
716350008,0,0.0
738062658,0,0.0
709449333,0,0.0
718665933,0,0.0002
748503708,0,1e-04
807141183,0,1e-04
766381908,0,0.0
822112383,0,0.0
709061658,0,1e-04
797166633,0,0.0
789435783,0,1e-04
708266883,1,0.9999
716793108,0,1e-04
712253058,0,0.0
716430933,0,0.0
715746633,0,0.0038
714842208,0,0.0
713879283,0,0.0002
778679883,0,0.0002
712110333,1,1.0
720724008,0,0.0
708387933,0,0.0002
712165308,0,0.0
720283758,1,0.9988
708473133,0,0.0002
810493458,0,1e-04
711122958,1,0.9995
721502958,0,0.001
715908558,0,0.0005
711594858,0,0.0
789513858,1,1.0
712795833,1,0.9947
719628033,0,0.0004
718282983,0,0.0
714121983,0,0.0
709791333,0,1e-04
779916408,0,1e-04
711657783,0,0.0
780203883,0,0.0
709367433,0,1e-04
736145283,0,0.0
711516783,0,0.0009
712104333,0,1e-04
711116133,1,0.9999
712988958,0,0.0
771201408,0,0.0
712011633,0,0.0
713579733,0,0.0
796544133,0,0.0002
709272333,0,1e-04
715153158,0,0.0
779342958,0,0.0
810545733,0,0.0
805453908,0,0.0
817086783,0,0.0
714943233,0,0.0
789097833,0,0.0
759584958,1,0.9997
708886533,0,0.0
708761733,0,0.0168
711600033,0,0.0003
769935783,0,1e-04
717446208,0,0.0
721121283,0,0.0
819151083,0,0.0
716470683,0,0.0
779643858,0,0.0002
787665258,1,0.9999
787475433,0,0.0002
717448383,1,0.9997
710812533,1,0.9999
716461683,0,0.0
814571058,0,0.0
712071708,0,0.0015
720769533,0,0.0006
794581533,0,0.0
715732533,1,0.9738
708286683,0,0.0
708543258,0,0.0
713809833,0,0.0
793636308,0,0.0
789095958,1,0.999
757722708,0,0.0
738627708,1,0.9998
820353558,0,1e-04
718739508,0,0.0068
788943333,1,0.9662
708397008,0,0.0
711392508,0,0.0
780653208,0,0.0
710251608,0,0.0011
719354433,0,0.0
710676483,0,0.0002
826414083,0,0.0002
720673008,0,0.0004
716736858,0,0.0
715660308,1,0.9998
785387883,0,1e-04
721028283,0,0.0
717797658,0,1e-04
712390683,0,0.0385
717965808,0,0.0005
721514883,0,0.0
718477983,0,0.0003
719671383,0,1e-04
711191808,0,0.0006
708637758,0,0.0002
794675058,1,0.9998
720508233,1,0.5708
713094483,0,0.0009
780064983,0,1e-04
710155158,1,0.9996
710904708,0,0.0
801715383,1,1.0
806889633,0,0.0002
794831733,0,0.0002
712019883,0,1e-04
770956158,0,1e-04
778386033,0,0.003
708147108,0,0.0
710310108,0,1e-04
771982083,0,0.0
714754533,0,0.0
717626508,0,0.0
718328283,0,0.0002
716739258,0,0.0004
714277758,0,0.0016
720210483,0,0.0
720411183,0,0.0
711379083,0,0.0
798558783,0,0.0
713363583,0,0.0
720339558,0,1e-04
715008858,0,0.0
779037408,0,0.0013
721513833,0,0.0
714311583,0,1e-04
797414733,0,0.0151
716864733,0,1e-04
712924383,1,0.9997
719854008,0,0.0006
771630783,0,0.0
771471708,0,0.0
769463433,0,1e-04
711377808,0,0.0
713133258,0,0.0004
718162908,0,0.0034
713257083,0,0.0
772687983,0,0.0
711535158,1,0.9993
799700208,0,0.0
717177783,0,1e-04
711402333,0,1e-04
714304458,0,0.0009
713347608,1,0.9999
718303683,1,0.9999
714317058,0,0.0002
718152333,1,0.9999
716385033,0,0.0
720674133,0,0.0015
719153433,0,0.0
712765158,0,0.0025
713229633,1,0.9999
712256358,0,1e-04
717656433,0,0.0
771081558,0,0.0
710702733,0,1e-04
779612808,0,0.0021
713904708,0,0.0
716546283,0,1e-04
711670308,0,0.0005
710856558,0,0.0
713639958,0,0.0003
716987358,1,0.9997
720008133,0,0.0
710084883,0,0.0
816476658,1,0.9914
778486008,0,0.0002
769053033,1,0.9999
716171358,0,0.0
772684833,0,0.0
709485033,0,0.0
713352183,0,0.0
712557708,0,0.0
821149008,1,0.9994
711816108,1,1.0
712532058,0,1e-04
718811058,0,0.0
713696808,1,1.0
753233733,0,1e-04
717030633,0,0.0
718320933,0,0.0
714608583,1,0.9998
715942683,0,0.0
771356508,0,1e-04
711326583,0,0.0056
714621183,0,0.0
712805658,0,0.0
808981608,0,0.0
718337733,0,0.0
715921758,0,0.0
779803008,0,0.0
717195933,1,1.0
712562433,1,1.0
769578108,0,0.0
715442958,0,0.0
708402333,0,1e-04
719334408,0,0.0008
788246958,0,0.0
780336258,0,1e-04
772706283,0,0.0
780684933,0,0.0
712927383,1,1.0
712820208,0,0.0
721434483,0,1e-04
720659283,0,1e-04
716004258,0,0.0
713111883,0,0.0003
772248408,0,0.0002
787492908,0,0.0
718227033,0,1e-04
711320508,0,0.0
718828083,0,0.0
709823733,1,0.9973
772116408,0,0.0
717355533,0,0.0
715932708,0,0.0
719679858,0,0.0016
772323033,0,0.0
714168183,0,0.0005
710719683,0,0.0
719876808,0,1e-04
778894233,0,0.0
712881483,0,0.0239
789481233,1,0.9997
714767508,0,1e-04
789144633,0,0.0016
710635083,0,0.0021
711557508,0,0.0
720650208,0,0.0007
810856833,0,1e-04
712828533,0,0.0224
714503433,1,1.0
817245183,0,0.0
709106358,0,0.001
720179883,0,1e-04
816756783,0,0.0
812501358,0,0.0
717203958,0,0.0
719661558,0,0.0002
716297658,0,0.0031
756065433,0,0.0005
717076458,0,0.0023
716586408,0,1e-04
719776608,0,0.004
710268858,0,0.0
719400108,0,1e-04
715398858,0,0.0019
717359208,0,0.0
788595183,0,1e-04
772082208,0,0.0
720770883,0,0.0007
716263533,0,0.0
719848008,0,0.0
717073308,0,1e-04
716277558,0,0.0009
712010358,1,0.9996
709319658,1,0.9998
794665608,0,0.0009
708997833,0,0.0
717135333,0,0.0
795784008,1,0.9999
711728208,0,0.0
737925558,0,0.0
719147208,0,1e-04
715941633,0,0.0006
714078558,1,0.9999
719453283,0,0.0
794507133,1,0.9998
710790258,0,1e-04
755953308,0,1e-04
712710708,0,1e-04
717843783,0,0.0
710297133,0,0.0
716222808,0,0.0
714069858,0,0.0005
787659483,0,1e-04
757167633,0,0.0
717207408,0,1e-04
778224858,0,0.0
709103358,0,0.0
816829608,0,0.0005
719838558,0,0.0
718161708,0,0.0057
717382608,0,0.0
711762408,0,0.0
811571733,0,0.0004
779403558,0,1e-04
718399233,0,1e-04
711343233,0,0.0005
779536233,0,0.0
718893333,0,0.0
716697708,1,1.0
708788583,1,0.9999
713808633,0,1e-04
721210158,0,0.0003
789666333,0,0.0
710872233,1,0.767
780497958,0,0.0002
798047583,0,0.0003
817089408,0,0.0
787472283,0,0.0
801786483,0,0.0003
709040508,0,0.0
709257708,0,0.0
753118533,0,0.0
812222208,0,0.0008
714187533,0,0.0007
789180933,0,0.0002
718140783,0,1e-04
713924283,1,0.9799
713236458,0,1e-04
816315558,0,0.003
770135358,0,0.0
714284358,0,0.0
712965183,0,0.0
713668158,1,0.8168
784819758,0,0.0
712025958,0,0.0
713653983,0,0.0
712619808,0,1e-04
710086308,0,0.0
711781233,0,0.0003
708254733,0,0.0013
788930358,0,0.0002
714361083,1,0.9997
713253858,1,0.9998
771020133,0,0.0007
719593608,1,0.9998
714407058,0,1e-04
721282908,0,0.0005
771507258,0,1e-04
716285358,0,1e-04
711985833,0,0.1563
717182883,0,1e-04
714618333,0,0.0
709443633,0,0.0
778180158,0,0.0
713755458,1,1.0
767269908,0,0.0002
778231983,0,0.0
769911858,0,1e-04
711866358,0,0.0
774437583,0,0.0
711232608,1,0.9999
721315233,0,0.0
713401758,0,0.0
769438608,1,1.0
713172408,0,0.0
778425408,0,1e-04
718611333,0,0.0
771400608,0,1e-04
719990358,0,0.0002
714250908,1,1.0
715992558,0,0.0
713181558,0,0.0002
793597833,0,0.0
816013383,1,1.0
715518783,0,1e-04
779353083,0,0.0007
719881533,1,0.9998
792864858,0,1e-04
808681158,0,0.0021
717390408,1,0.9993
720551733,1,1.0
772273983,1,1.0
720648483,0,1e-04
721486908,0,0.0
716657058,0,0.0
713630733,0,0.0059
718586133,0,1e-04
717482658,0,1e-04
718503108,0,0.0003
714148758,0,0.0452
708902883,0,0.0002
771499233,0,0.0
714113658,0,1e-04
713231658,0,1e-04
708319908,1,0.9999
715629783,0,1e-04
820587258,0,0.0004
771852483,0,1e-04
712578933,1,0.9996
711263058,0,0.0
779405133,0,0.0
716094333,0,0.0
778837083,1,0.997
712434708,1,1.0
771431133,0,0.0003
709716258,0,0.0
710464683,0,0.0
787543008,0,0.0
709363383,0,0.0
817988433,0,0.0
717189183,0,0.0
710854008,0,0.0006
714531108,0,0.0
778420383,0,0.0
809068983,0,0.0002
713131158,1,0.9985
709649958,1,0.9998
754886958,0,0.0
713476758,0,0.0
709473708,0,1e-04
708190158,1,0.9972
719813058,0,1e-04
708158133,1,0.9998
815826708,0,1e-04
712682583,0,1e-04
714917583,0,0.0
711577458,0,0.0
717623583,0,0.0004
708899283,0,0.0011
720249183,0,1e-04
718653333,1,1.0
721424583,0,0.0
708451233,0,0.0009
788122533,0,0.0028
708298233,1,0.9986
711935283,1,0.9992
769892058,0,0.0
717954333,0,1e-04
820108008,0,0.0
712840608,0,0.0004
817240833,0,1e-04
771051783,0,0.0009
779895108,0,1e-04
714811533,0,0.0002
714945708,1,0.9968
712925808,1,0.9998
712302783,0,0.0
710725383,0,0.0
708710283,0,0.0
708382083,0,0.0008
767404083,1,1.0
773297508,0,1e-04
717478983,0,1e-04
709679658,0,0.0
721427358,1,0.9999
718178583,0,0.0
718489608,0,0.0002
721349883,0,0.0007
787505133,1,0.9998
711521958,0,0.0
708271833,0,0.0003
711242058,1,0.9994
718524783,1,0.9996
715050408,0,0.0
757527033,0,0.0021
717580458,1,0.9977
714938733,1,0.9999
719170683,0,1e-04
715347783,0,0.001
790108908,0,0.0
789218433,0,0.0
789469083,0,0.0003
715797783,0,0.0003
713761608,0,1e-04
771669183,0,0.0
779521533,0,0.0
715554708,0,0.0002
767687208,0,0.0
708655983,0,0.0004
720729108,0,0.0
708722583,0,0.0
715371108,1,0.9996
797238108,0,1e-04
718640508,0,0.0059
709487058,0,0.0
712948383,0,0.0002
708469533,0,0.0
709104333,0,0.003
755420433,0,0.0
718996758,0,0.0
719445633,0,0.0
709231683,0,1e-04
708846183,0,0.0
826723308,0,0.0
710825658,0,0.0
796931508,1,0.9999
808753758,0,0.0
789494133,0,1e-04
816312633,0,0.0005
720029508,0,1e-04
714971583,0,0.0
789325008,0,1e-04
713287608,0,0.0027
754872333,0,0.0006
713573508,1,0.9999
718875483,0,0.0
780237033,0,1e-04
710363433,0,1e-04
795232683,0,0.0
719577258,1,0.9999
717400533,0,0.0011
713047608,1,0.9995
716645883,0,0.0
709707033,1,0.9999
711112683,0,1e-04
799723908,0,0.0
712290258,0,1e-04
710462433,0,0.0
812446158,0,0.0002
788741733,0,0.0
780201633,1,1.0
713656308,0,0.0012
710749458,0,0.0
817142433,0,1e-04
789491058,0,0.0076
812488608,0,1e-04
710563458,0,0.0
716013858,0,0.0002
717890583,0,1e-04
789540108,0,0.0
708753633,0,0.0002
772776033,0,0.0002
751283658,0,0.0002
711237633,1,0.9999
817197333,0,0.0127
718737708,0,0.0004
710507733,0,0.0
712979133,1,0.9104
717975333,0,1e-04
787563858,0,0.0
779442783,0,0.0
720608658,0,0.0
714524583,1,0.9997
713580633,0,0.002
712214283,0,0.0
720190083,1,1.0
718394658,0,0.0
708615183,0,0.0
827476983,1,0.9857
803335008,0,0.0
711658758,0,0.0
721232058,0,0.0034
809599158,1,1.0
717127083,0,0.0
709243533,0,0.0
711267633,1,1.0
809849358,1,0.9998
720708183,0,0.0
805259733,0,0.0002
712660308,1,0.9999
714296358,0,1e-04
823578483,0,1e-04
709749483,0,0.0
715215108,0,0.0
718415133,0,0.0009
710500983,1,0.9913
714970458,0,0.0
708931908,0,0.0
749571633,0,0.0
801508383,0,0.0
717185658,1,0.9999
812618883,0,1e-04
819002508,0,1e-04
710218233,0,1e-04
719344608,0,0.0008
718464258,0,0.0
710512833,0,0.0002
718032483,0,0.0
710159658,0,1e-04
715765758,0,0.0002
811700058,1,0.9794
806824908,0,0.0
712428333,0,0.0
710971908,0,0.0
718011783,0,0.0
721399833,0,0.0
710975883,0,1e-04
712420833,0,1e-04
803115258,1,0.9999
721005108,0,0.0
788610258,0,0.0
716159958,0,1e-04
789231858,0,1e-04
719123958,1,1.0
719337408,0,0.0117
779486433,0,0.0
817337958,0,0.0018
712774908,0,0.0007
813234108,0,0.0003
792524358,0,0.0003
719282433,0,0.0
720299283,0,0.0
709479558,0,0.0004
716102583,0,0.0003
